,0
0,0.43755504
1,0.35073322
2,0.3153674
3,0.2708959
4,0.26337376
5,0.26573804
6,0.27493885
7,0.29721427
8,0.32202792
9,0.35497108
10,0.3908028
11,0.4128495
12,0.42568955
13,0.43458402
14,0.44799796
15,0.48224992
16,0.50505006
17,0.49966645
18,0.5033255
19,0.5069407
20,0.502353
21,0.50185037
22,0.50145346
23,0.5108238
24,0.5139854
25,0.5028271
26,0.49928445
27,0.50330055
28,0.5040708
29,0.5011352
30,0.5011686
31,0.50430727
32,0.5030333
33,0.49556684
34,0.49265772
35,0.49871418
36,0.49935144
37,0.49389184
38,0.4968826
39,0.5024576
40,0.49575296
41,0.48309985
42,0.4820778
43,0.486926
44,0.48239845
45,0.47993964
46,0.4867421
47,0.48766908
48,0.4837372
49,0.48402983
50,0.47959718
51,0.47359338
52,0.4807005
53,0.483216
54,0.47795174
55,0.48204657
56,0.47846925
57,0.46963108
58,0.46505216
59,0.4663301
60,0.47230965
61,0.46491536
62,0.46112275
63,0.46317524
64,0.4617658
65,0.4684205
66,0.46930683
67,0.46519142
68,0.46741563
69,0.46464717
70,0.45849118
71,0.4583305
72,0.45979026
73,0.46487358
74,0.46759254
75,0.46596566
76,0.4661232
77,0.46726894
78,0.47956
79,0.48559
80,0.48067883
81,0.48650956
82,0.4893246
83,0.48774487
84,0.4937359
85,0.50038314
86,0.50342864
87,0.5037449
88,0.5006422
89,0.49892992
90,0.5068127
91,0.5088767
92,0.50591767
93,0.5141271
94,0.5117963
95,0.50419724
96,0.50313026
97,0.50183165
98,0.50601447
99,0.5043707
100,0.5056121
101,0.5124507
102,0.513966
103,0.51675254
104,0.514161
105,0.5124485
106,0.51686114
107,0.51256704
108,0.5064369
109,0.5086699
110,0.5106819
111,0.51481223
112,0.51393706
113,0.50316954
114,0.4926766
115,0.4795098
116,0.47837907
117,0.48565578
118,0.48167297
119,0.47432727
120,0.46969822
121,0.46890363
122,0.46222752
123,0.45551166
124,0.4655165
125,0.47229904
126,0.4600078
127,0.4417879
128,0.4173845
129,0.3784232
130,0.331045
131,0.28520605
132,0.24792747
133,0.19859445
134,0.17294699
135,0.19894625
136,0.26624572
137,0.3731136
138,0.41417181
139,0.4851641
