,0
0,0.42150128
1,0.28752804
2,0.22618294
3,0.16630034
4,0.1702907
5,0.21267101
6,0.28776148
7,0.33217674
8,0.3636484
9,0.3968816
10,0.42849976
11,0.42903188
12,0.42810488
13,0.42987427
14,0.4209549
15,0.4338847
16,0.43522957
17,0.39358908
18,0.42619565
19,0.42472637
20,0.3220669
21,0.42507586
22,0.42832473
23,0.42766902
24,0.42432404
25,0.43440574
26,0.4201699
27,0.4132727
28,0.41273704
29,0.4093065
30,0.3626548
31,0.40233195
32,0.39825255
33,0.4043579
34,0.40190178
35,0.41131026
36,0.42704865
37,0.40539137
38,0.42894447
39,0.41261068
40,0.42250443
41,0.41362798
42,0.4162541
43,0.41925305
44,0.39293578
45,0.44851544
46,0.43845677
47,0.44806343
48,0.453967
49,0.48021686
50,0.44915283
51,0.44975933
52,0.45860252
53,0.45438084
54,0.44280487
55,0.46693787
56,0.46429566
57,0.45518345
58,0.3417075
59,0.47403374
60,0.4567608
61,0.48616078
62,0.39601913
63,0.46353096
64,0.42710373
65,0.46206856
66,0.47380868
67,0.48738945
68,0.47037092
69,0.4677851
70,0.4807707
71,0.47553954
72,0.5033945
73,0.51047593
74,0.48767853
75,0.30567312
76,0.52441156
77,0.49506995
78,0.5062705
79,0.3864705
80,0.48532474
81,0.47844607
82,0.4341249
83,0.48586166
84,0.29422915
85,0.4447003
86,0.23495859
87,0.47502652
88,0.47895798
89,0.47953588
90,0.4723765
91,0.44548127
92,0.4032594
93,0.48529774
94,0.4607831
95,0.47395223
96,0.50707597
97,0.502694
98,0.5027686
99,0.5254454
100,0.527659
101,0.58172035
102,0.5666437
103,0.5869828
104,0.55529666
105,0.55227613
106,0.54814184
107,0.5537262
108,0.55988884
109,0.5322252
110,0.5234065
111,0.4912164
112,0.48844895
113,0.45041978
114,0.44286638
115,0.4375464
116,0.4563272
117,0.47401962
118,0.4488087
119,0.14522934
120,0.43006074
121,0.4607888
122,0.42591503
123,0.44488007
124,0.4480951
125,0.44408607
126,0.45691907
127,0.4401203
128,0.45538604
129,0.13399081
130,0.4138535
131,0.5167102
132,0.5260415
133,0.51562333
134,0.50803596
135,0.49372083
136,0.49849686
137,0.3693571
138,0.4900927
139,0.40275806
