,0
0,0.23408926
1,0.016963515
2,0.21737273
3,0.1726894
4,0.19597669
5,0.2450047
6,0.13716042
7,0.37937972
8,0.4131548
9,0.14737508
10,0.42824423
11,0.5197582
12,0.5117192
13,-0.11607941
14,0.3344609
15,0.3931377
16,0.49764678
17,0.26960817
18,0.25351852
19,-0.15987319
20,0.38351125
21,0.48185533
22,0.44879436
23,0.50381505
24,0.50110966
25,0.4202261
26,0.32733926
27,0.3091355
28,0.50173676
29,0.2218517
30,0.4170656
31,0.45508078
32,0.44576454
33,0.4747848
34,0.46203086
35,0.21494481
36,0.07665304
37,0.22844924
38,0.33854404
39,0.37180734
40,0.27843162
41,0.45987988
42,0.48273668
43,0.374496
44,0.37265012
45,0.29643384
46,0.20581461
47,0.47441965
48,0.36246124
49,0.25525564
50,0.38753757
51,0.5264043
52,0.33532572
53,0.47227612
54,0.41539055
55,0.05687479
56,0.3649082
57,0.46749344
58,0.17317602
59,0.5115537
60,0.33263242
61,0.5640558
62,0.57380354
63,0.5351262
64,0.39508447
65,0.520619
66,0.21274441
67,0.5091756
68,-0.018808596
69,-0.010117687
70,0.30807307
71,0.41518596
72,0.5712769
73,0.1716356
74,0.12846206
75,0.30064434
76,0.09550539
77,0.58276707
78,0.50772166
79,0.3210954
80,0.27356035
81,0.1546551
82,0.49940965
83,0.1822668
84,-0.03569635
85,0.090986624
86,0.5706374
87,0.54937637
88,0.37037662
89,0.31705406
90,0.39276585
91,0.5690204
92,0.37406328
93,0.34821156
94,0.37052143
95,-0.09127449
96,0.14630164
97,0.52412266
98,0.11927733
99,0.33072805
100,0.38975698
101,0.1731342
102,0.35113376
103,0.07924106
104,0.53019994
105,-0.091365375
106,-0.095236965
107,0.43292022
108,0.0013439208
109,0.52006865
110,0.39904886
111,0.45887187
112,0.14225835
113,0.27018517
114,0.23986033
115,0.3998689
116,0.4416072
117,0.038771316
118,0.39508283
119,0.47801083
120,0.31143135
121,-0.05636075
122,0.27118796
123,0.48643476
124,0.5121597
125,-0.0151619315
126,0.4815591
127,0.49036524
128,0.47372338
129,0.46058258
130,0.37929985
131,0.39733073
132,0.25586978
133,0.5002773
134,0.46315563
135,0.060546096
136,-0.041281253
137,0.12274474
138,0.48043182
139,-0.053560518
